food_id,gx,gy,x,y,value,size,fruit_index,hex_id_le,hex_x_le,hex_y_le,binary_packet_hex
9527,26,95,7861,28759,8,77,4,37 25 00 00,00 A8 F5 45,00 AE E0 46,37 25 00 00 1A 00 5F 00 00 A8 F5 45 00 AE E0 46
9528,27,95,8166.3,28733.1,6,67,5,38 25 00 00,66 32 FF 45,33 7A E0 46,38 25 00 00 1B 00 5F 00 66 32 FF 45 33 7A E0 46
9529,28,95,8467.3,28757.1,9,82,9,39 25 00 00,33 4D 04 46,33 AA E0 46,39 25 00 00 1C 00 5F 00 33 4D 04 46 33 AA E0 46
9530,29,95,8772.4,28731.1,6,67,7,3A 25 00 00,9A 11 09 46,33 76 E0 46,3A 25 00 00 1D 00 5F 00 9A 11 09 46 33 76 E0 46
9531,30,95,9229.7,28645.8,10,87,5,3B 25 00 00,CD 36 10 46,9A CB DF 46,3B 25 00 00 1E 00 5F 00 CD 36 10 46 9A CB DF 46
9532,31,95,9419,28683.3,6,67,0,3C 25 00 00,00 2C 13 46,9A 16 E0 46,3C 25 00 00 1F 00 5F 00 00 2C 13 46 9A 16 E0 46
9533,32,95,9745.3,28669.4,8,77,9,3D 25 00 00,33 45 18 46,CD FA DF 46,3D 25 00 00 20 00 5F 00 33 45 18 46 CD FA DF 46
9534,33,95,10070.6,28664.5,5,62,4,3E 25 00 00,66 5A 1D 46,00 F1 DF 46,3E 25 00 00 21 00 5F 00 66 5A 1D 46 00 F1 DF 46
9535,34,95,10382.8,28650.6,10,87,9,3F 25 00 00,33 3B 22 46,33 D5 DF 46,3F 25 00 00 22 00 5F 00 33 3B 22 46 33 D5 DF 46
9536,35,95,10708.8,28603.7,8,77,11,40 25 00 00,33 53 27 46,66 77 DF 46,40 25 00 00 23 00 5F 00 33 53 27 46 66 77 DF 46
9537,36,95,10868.3,28707.1,5,62,8,41 25 00 00,33 D1 29 46,33 46 E0 46,41 25 00 00 24 00 5F 00 33 D1 29 46 33 46 E0 46
9538,37,95,11180.5,28721.1,6,67,4,42 25 00 00,00 B2 2E 46,33 62 E0 46,42 25 00 00 25 00 5F 00 00 B2 2E 46 33 62 E0 46
9539,38,95,11642.9,28721.9,6,67,11,43 25 00 00,9A EB 35 46,CD 63 E0 46,43 25 00 00 26 00 5F 00 9A EB 35 46 CD 63 E0 46
9540,39,95,11784.1,28642.2,10,87,10,44 25 00 00,66 20 38 46,66 C4 DF 46,44 25 00 00 27 00 5F 00 66 20 38 46 66 C4 DF 46
9541,40,95,12101.1,28590.2,7,72,0,45 25 00 00,66 14 3D 46,66 5C DF 46,45 25 00 00 28 00 5F 00 66 14 3D 46 66 5C DF 46
9542,41,95,12536.1,28681.8,8,77,6,46 25 00 00,66 E0 43 46,9A 13 E0 46,46 25 00 00 29 00 5F 00 66 E0 43 46 9A 13 E0 46
9543,42,95,12841.8,28690.9,10,87,9,47 25 00 00,33 A7 48 46,CD 25 E0 46,47 25 00 00 2A 00 5F 00 33 A7 48 46 CD 25 E0 46
9544,43,95,13142.4,28679.9,9,82,11,48 25 00 00,9A 59 4D 46,CD 0F E0 46,48 25 00 00 2B 00 5F 00 9A 59 4D 46 CD 0F E0 46
9545,44,95,13327.4,28670.3,8,77,5,49 25 00 00,9A 3D 50 46,9A FC DF 46,49 25 00 00 2C 00 5F 00 9A 3D 50 46 9A FC DF 46
9546,45,95,13683.9,28641.6,8,77,3,4A 25 00 00,9A CF 55 46,33 C3 DF 46,4A 25 00 00 2D 00 5F 00 9A CF 55 46 33 C3 DF 46
9547,46,95,13907.6,28679.3,7,72,2,4B 25 00 00,66 4E 59 46,9A 0E E0 46,4B 25 00 00 2E 00 5F 00 66 4E 59 46 9A 0E E0 46
9548,47,95,14347.8,28569.9,5,62,12,4C 25 00 00,33 2F 60 46,CD 33 DF 46,4C 25 00 00 2F 00 5F 00 33 2F 60 46 CD 33 DF 46
9549,48,95,14565.5,28660.5,8,77,6,4D 25 00 00,00 96 63 46,00 E9 DF 46,4D 25 00 00 30 00 5F 00 00 96 63 46 00 E9 DF 46
9550,49,95,14923.7,28741.8,9,82,11,4E 25 00 00,CD 2E 69 46,9A 8B E0 46,4E 25 00 00 31 00 5F 00 CD 2E 69 46 9A 8B E0 46
9551,50,95,15183.4,28599.6,5,62,12,4F 25 00 00,9A 3D 6D 46,33 6F DF 46,4F 25 00 00 32 00 5F 00 9A 3D 6D 46 33 6F DF 46
9552,51,95,15434.7,28625.4,10,87,5,50 25 00 00,CD 2A 71 46,CD A2 DF 46,50 25 00 00 33 00 5F 00 CD 2A 71 46 CD A2 DF 46
9553,52,95,15649.9,28717,5,62,10,51 25 00 00,9A 87 74 46,00 5A E0 46,51 25 00 00 34 00 5F 00 9A 87 74 46 00 5A E0 46
9554,53,95,16054.3,28711.5,6,67,12,52 25 00 00,33 D9 7A 46,00 4F E0 46,52 25 00 00 35 00 5F 00 33 D9 7A 46 00 4F E0 46
9555,54,95,16325,28733.3,9,82,8,53 25 00 00,00 14 7F 46,9A 7A E0 46,53 25 00 00 36 00 5F 00 00 14 7F 46 9A 7A E0 46
9556,55,95,16571.8,28586.1,10,87,8,54 25 00 00,9A 77 81 46,33 54 DF 46,54 25 00 00 37 00 5F 00 9A 77 81 46 33 54 DF 46
9557,56,95,17051,28684.9,6,67,9,55 25 00 00,00 36 85 46,CD 19 E0 46,55 25 00 00 38 00 5F 00 00 36 85 46 CD 19 E0 46
9558,57,95,17330.4,28686.8,5,62,2,56 25 00 00,CD 64 87 46,9A 1D E0 46,56 25 00 00 39 00 5F 00 CD 64 87 46 9A 1D E0 46
9559,58,95,17447.8,28551,6,67,4,57 25 00 00,9A 4F 88 46,00 0E DF 46,57 25 00 00 3A 00 5F 00 9A 4F 88 46 00 0E DF 46
9560,59,95,17789.6,28605.2,10,87,5,58 25 00 00,33 FB 8A 46,66 7A DF 46,58 25 00 00 3B 00 5F 00 33 FB 8A 46 66 7A DF 46
9561,60,95,18153,28587.5,6,67,6,59 25 00 00,00 D2 8D 46,00 57 DF 46,59 25 00 00 3C 00 5F 00 00 D2 8D 46 00 57 DF 46
9562,61,95,18484.4,28573.6,6,67,11,5A 25 00 00,CD 68 90 46,33 3B DF 46,5A 25 00 00 3D 00 5F 00 CD 68 90 46 33 3B DF 46
9563,62,95,18717.6,28594.3,8,77,0,5B 25 00 00,33 3B 92 46,9A 64 DF 46,5B 25 00 00 3E 00 5F 00 33 3B 92 46 9A 64 DF 46
9564,63,95,19073.6,28690.6,5,62,12,5C 25 00 00,33 03 95 46,33 25 E0 46,5C 25 00 00 3F 00 5F 00 33 03 95 46 33 25 E0 46
9565,64,95,19249.3,28563,5,62,8,5D 25 00 00,9A 62 96 46,00 26 DF 46,5D 25 00 00 40 00 5F 00 9A 62 96 46 00 26 DF 46
9566,65,95,19548.5,28659,8,77,8,5E 25 00 00,00 B9 98 46,00 E6 DF 46,5E 25 00 00 41 00 5F 00 00 B9 98 46 00 E6 DF 46
9567,66,95,19882,28554.1,7,72,10,5F 25 00 00,00 54 9B 46,33 14 DF 46,5F 25 00 00 42 00 5F 00 00 54 9B 46 33 14 DF 46
9568,67,95,20152,28741,8,77,8,60 25 00 00,00 70 9D 46,00 8A E0 46,60 25 00 00 43 00 5F 00 00 70 9D 46 00 8A E0 46
9569,68,95,20519.3,28640.3,7,72,12,61 25 00 00,9A 4E A0 46,9A C0 DF 46,61 25 00 00 44 00 5F 00 9A 4E A0 46 9A C0 DF 46
9570,69,95,20755.4,28662,6,67,11,62 25 00 00,CD 26 A2 46,00 EC DF 46,62 25 00 00 45 00 5F 00 CD 26 A2 46 00 EC DF 46
9571,70,95,21191.7,28639.6,8,77,6,63 25 00 00,66 8F A5 46,33 BF DF 46,63 25 00 00 46 00 5F 00 66 8F A5 46 33 BF DF 46
9572,71,95,21362.3,28732.1,9,82,1,64 25 00 00,9A E4 A6 46,33 78 E0 46,64 25 00 00 47 00 5F 00 9A E4 A6 46 33 78 E0 46
9573,72,95,21853.1,28710.9,9,82,6,65 25 00 00,33 BA AA 46,CD 4D E0 46,65 25 00 00 48 00 5F 00 33 BA AA 46 CD 4D E0 46
9574,73,95,22150.1,28614.9,10,87,3,66 25 00 00,33 0C AD 46,CD 8D DF 46,66 25 00 00 49 00 5F 00 33 0C AD 46 CD 8D DF 46
9575,74,95,22407.4,28725.7,8,77,3,67 25 00 00,CD 0E AF 46,66 6B E0 46,67 25 00 00 4A 00 5F 00 CD 0E AF 46 66 6B E0 46
9576,75,95,22626.3,28583.3,5,62,10,68 25 00 00,9A C4 B0 46,9A 4E DF 46,68 25 00 00 4B 00 5F 00 9A C4 B0 46 9A 4E DF 46
9577,76,95,23025.3,28664.8,5,62,9,69 25 00 00,9A E2 B3 46,9A F1 DF 46,69 25 00 00 4C 00 5F 00 9A E2 B3 46 9A F1 DF 46
9578,77,95,23259.9,28685.5,5,62,3,6A 25 00 00,CD B7 B5 46,00 1B E0 46,6A 25 00 00 4D 00 5F 00 CD B7 B5 46 00 1B E0 46
9579,78,95,23527.6,28686.3,8,77,3,6B 25 00 00,33 CF B7 46,9A 1C E0 46,6B 25 00 00 4E 00 5F 00 33 CF B7 46 9A 1C E0 46
9580,79,95,23886.4,28683.6,5,62,9,6C 25 00 00,CD 9C BA 46,33 17 E0 46,6C 25 00 00 4F 00 5F 00 CD 9C BA 46 33 17 E0 46
9581,80,95,24258.7,28569.9,10,87,0,6D 25 00 00,66 85 BD 46,CD 33 DF 46,6D 25 00 00 50 00 5F 00 66 85 BD 46 CD 33 DF 46
9582,81,95,24457.8,28639.5,6,67,5,6E 25 00 00,9A 13 BF 46,00 BF DF 46,6E 25 00 00 51 00 5F 00 9A 13 BF 46 00 BF DF 46
9583,82,95,24697.7,28641.2,9,82,7,6F 25 00 00,66 F3 C0 46,66 C2 DF 46,6F 25 00 00 52 00 5F 00 66 F3 C0 46 66 C2 DF 46
9584,83,95,25151.6,28754.9,6,67,3,70 25 00 00,33 7F C4 46,CD A5 E0 46,70 25 00 00 53 00 5F 00 33 7F C4 46 CD A5 E0 46
9585,84,95,25352.8,28622.5,8,77,12,71 25 00 00,9A 11 C6 46,00 9D DF 46,71 25 00 00 54 00 5F 00 9A 11 C6 46 00 9D DF 46
9586,85,95,25670.3,28629.5,8,77,7,72 25 00 00,9A 8C C8 46,00 AB DF 46,72 25 00 00 55 00 5F 00 9A 8C C8 46 00 AB DF 46
9587,86,95,25897.8,28609.2,6,67,12,73 25 00 00,9A 53 CA 46,66 82 DF 46,73 25 00 00 56 00 5F 00 9A 53 CA 46 66 82 DF 46
9588,87,95,26331.8,28700.8,9,82,10,74 25 00 00,9A B7 CD 46,9A 39 E0 46,74 25 00 00 57 00 5F 00 9A B7 CD 46 9A 39 E0 46
9589,88,95,26525.9,28668.3,7,72,3,75 25 00 00,CD 3B CF 46,9A F8 DF 46,75 25 00 00 58 00 5F 00 CD 3B CF 46 9A F8 DF 46
9590,89,95,26837.9,28654.4,5,62,9,76 25 00 00,CD AB D1 46,CD DC DF 46,76 25 00 00 59 00 5F 00 CD AB D1 46 CD DC DF 46
9591,90,95,27164,28607.5,9,82,10,77 25 00 00,00 38 D4 46,00 7F DF 46,77 25 00 00 5A 00 5F 00 00 38 D4 46 00 7F DF 46
9592,91,95,27370.4,28695.1,10,87,5,78 25 00 00,CD D4 D5 46,33 2E E0 46,78 25 00 00 5B 00 5F 00 CD D4 D5 46 33 2E E0 46
9593,92,95,27731.4,28614.4,9,82,6,79 25 00 00,CD A6 D8 46,CD 8C DF 46,79 25 00 00 5C 00 5F 00 CD A6 D8 46 CD 8C DF 46
9594,93,95,27987.6,28638.2,5,62,6,7A 25 00 00,33 A7 DA 46,66 BC DF 46,7A 25 00 00 5D 00 5F 00 33 A7 DA 46 66 BC DF 46
9595,94,95,28337.4,28612.4,9,82,5,7B 25 00 00,CD 62 DD 46,CD 88 DF 46,7B 25 00 00 5E 00 5F 00 CD 62 DD 46 CD 88 DF 46
9596,95,95,28556.2,28594,9,82,0,7C 25 00 00,66 18 DF 46,00 64 DF 46,7C 25 00 00 5F 00 5F 00 66 18 DF 46 00 64 DF 46
9597,96,95,28903.5,28568.2,5,62,6,7D 25 00 00,00 CF E1 46,66 30 DF 46,7D 25 00 00 60 00 5F 00 00 CF E1 46 66 30 DF 46
9598,97,95,29163.7,28592.1,8,77,3,7E 25 00 00,66 D7 E3 46,33 60 DF 46,7E 25 00 00 61 00 5F 00 66 D7 E3 46 33 60 DF 46
9599,98,95,29597.7,28683.7,5,62,10,7F 25 00 00,66 3B E7 46,66 17 E0 46,7F 25 00 00 62 00 5F 00 66 3B E7 46 66 17 E0 46
9600,99,95,29800,28646.5,5,62,10,80 25 00 00,00 D0 E8 46,00 CD DF 46,80 25 00 00 63 00 5F 00 00 D0 E8 46 00 CD DF 46
9601,0,96,200,28911.5,7,72,8,81 25 00 00,00 00 48 43,00 DF E1 46,81 25 00 00 00 00 60 00 00 00 48 43 00 DF E1 46
9602,1,96,520.2,29022.8,7,72,5,82 25 00 00,CD 0C 02 44,9A BD E2 46,82 25 00 00 01 00 60 00 CD 0C 02 44 9A BD E2 46
9603,2,96,736.4,28972.4,5,62,8,83 25 00 00,9A 19 38 44,CD 58 E2 46,83 25 00 00 02 00 60 00 9A 19 38 44 CD 58 E2 46
9604,3,96,1093.6,28976.6,8,77,3,84 25 00 00,33 B3 88 44,33 61 E2 46,84 25 00 00 03 00 60 00 33 B3 88 44 33 61 E2 46
9605,4,96,1358.9,28909.5,5,62,12,85 25 00 00,CD DC A9 44,00 DB E1 46,85 25 00 00 04 00 60 00 CD DC A9 44 00 DB E1 46
9606,5,96,1561.5,29002,5,62,12,86 25 00 00,00 30 C3 44,00 94 E2 46,86 25 00 00 05 00 60 00 00 30 C3 44 00 94 E2 46
9607,6,96,2039.4,29011.9,5,62,6,87 25 00 00,CD EC FE 44,CD A7 E2 46,87 25 00 00 06 00 60 00 CD EC FE 44 CD A7 E2 46
9608,7,96,2330.6,28854.8,8,77,10,88 25 00 00,9A A9 11 45,9A 6D E1 46,88 25 00 00 07 00 60 00 9A A9 11 45 9A 6D E1 46
9609,8,96,2563.8,28982.5,8,77,1,89 25 00 00,CD 3C 20 45,00 6D E2 46,89 25 00 00 08 00 60 00 CD 3C 20 45 00 6D E2 46
9610,9,96,2854.9,29045.5,5,62,2,8A 25 00 00,66 6E 32 45,00 EB E2 46,8A 25 00 00 09 00 60 00 66 6E 32 45 00 EB E2 46
9611,10,96,3159.7,28965.5,5,62,9,8B 25 00 00,33 7B 45 45,00 4B E2 46,8B 25 00 00 0A 00 60 00 33 7B 45 45 00 4B E2 46
9612,11,96,3406.6,28970.3,10,87,8,8C 25 00 00,9A E9 54 45,9A 54 E2 46,8C 25 00 00 0B 00 60 00 9A E9 54 45 9A 54 E2 46
9613,12,96,3736.9,29021.4,10,87,7,8D 25 00 00,66 8E 69 45,CD BA E2 46,8D 25 00 00 0C 00 60 00 66 8E 69 45 CD BA E2 46
9614,13,96,4000.6,28924.2,5,62,3,8E 25 00 00,9A 09 7A 45,66 F8 E1 46,8E 25 00 00 0D 00 60 00 9A 09 7A 45 66 F8 E1 46
9615,14,96,4310.2,28975.3,5,62,5,8F 25 00 00,9A B1 86 45,9A 5E E2 46,8F 25 00 00 0E 00 60 00 9A B1 86 45 9A 5E E2 46
9616,15,96,4590.1,28983.2,6,67,10,90 25 00 00,CD 70 8F 45,66 6E E2 46,90 25 00 00 0F 00 60 00 CD 70 8F 45 66 6E E2 46
9617,16,96,5053.8,28872.9,6,67,8,91 25 00 00,66 EE 9D 45,CD 91 E1 46,91 25 00 00 10 00 60 00 66 EE 9D 45 CD 91 E1 46
9618,17,96,5359.3,29055.9,8,77,8,92 25 00 00,66 7A A7 45,CD FF E2 46,92 25 00 00 11 00 60 00 66 7A A7 45 CD FF E2 46
9619,18,96,5515.1,29048.3,9,82,7,93 25 00 00,CD 58 AC 45,9A F0 E2 46,93 25 00 00 12 00 60 00 CD 58 AC 45 9A F0 E2 46
9620,19,96,5761.7,28993,8,77,12,94 25 00 00,9A 0D B4 45,00 82 E2 46,94 25 00 00 13 00 60 00 9A 0D B4 45 00 82 E2 46
9621,20,96,6245.6,28912.9,8,77,5,95 25 00 00,CD 2C C3 45,CD E1 E1 46,95 25 00 00 14 00 60 00 CD 2C C3 45 CD E1 E1 46
9622,21,96,6511.7,29034.7,5,62,3,96 25 00 00,9A 7D CB 45,66 D5 E2 46,96 25 00 00 15 00 60 00 9A 7D CB 45 66 D5 E2 46
9623,22,96,6745,29002.4,10,87,11,97 25 00 00,00 C8 D2 45,CD 94 E2 46,97 25 00 00 16 00 60 00 00 C8 D2 45 CD 94 E2 46
9624,23,96,7141.4,28994.9,5,62,4,98 25 00 00,33 2B DF 45,CD 85 E2 46,98 25 00 00 17 00 60 00 33 2B DF 45 CD 85 E2 46
9625,24,96,7339,28956.4,6,67,6,99 25 00 00,00 58 E5 45,CD 38 E2 46,99 25 00 00 18 00 60 00 00 58 E5 45 CD 38 E2 46
9626,25,96,7560,29037,10,87,4,9A 25 00 00,00 40 EC 45,00 DA E2 46,9A 25 00 00 19 00 60 00 00 40 EC 45 00 DA E2 46
9627,26,96,7960.6,29040.5,9,82,5,9B 25 00 00,CD C4 F8 45,00 E1 E2 46,9B 25 00 00 1A 00 60 00 CD C4 F8 45 00 E1 E2 46
9628,27,96,8270.6,28871.5,10,87,0,9C 25 00 00,66 3A 01 46,00 8F E1 46,9C 25 00 00 1B 00 60 00 66 3A 01 46 00 8F E1 46
9629,28,96,8575.9,29054.6,6,67,10,9D 25 00 00,9A FF 05 46,33 FD E2 46,9D 25 00 00 1C 00 60 00 9A FF 05 46 33 FD E2 46
9630,29,96,8951.8,29046.9,7,72,9,9E 25 00 00,33 DF 0B 46,CD ED E2 46,9E 25 00 00 1D 00 60 00 33 DF 0B 46 CD ED E2 46
9631,30,96,9165.2,28928.5,5,62,4,9F 25 00 00,CD 34 0F 46,00 01 E2 46,9F 25 00 00 1E 00 60 00 CD 34 0F 46 00 01 E2 46
9632,31,96,9494.4,28936.7,9,82,12,A0 25 00 00,9A 59 14 46,66 11 E2 46,A0 25 00 00 1F 00 60 00 9A 59 14 46 66 11 E2 46
9633,32,96,9826.6,28999.8,6,67,4,A1 25 00 00,66 8A 19 46,9A 8F E2 46,A1 25 00 00 20 00 60 00 66 8A 19 46 9A 8F E2 46
9634,33,96,10158.1,28933.9,8,77,11,A2 25 00 00,66 B8 1E 46,CD 0B E2 46,A2 25 00 00 21 00 60 00 66 B8 1E 46 CD 0B E2 46
9635,34,96,10315.9,28938.3,5,62,3,A3 25 00 00,9A 2F 21 46,9A 14 E2 46,A3 25 00 00 22 00 60 00 9A 2F 21 46 9A 14 E2 46
9636,35,96,10663.3,28917.5,7,72,12,A4 25 00 00,33 9D 26 46,00 EB E1 46,A4 25 00 00 23 00 60 00 33 9D 26 46 00 EB E1 46
9637,36,96,10888.5,29039.2,10,87,9,A5 25 00 00,00 22 2A 46,66 DE E2 46,A5 25 00 00 24 00 60 00 00 22 2A 46 66 DE E2 46
9638,37,96,11275.5,29005.6,10,87,6,A6 25 00 00,00 2E 30 46,33 9B E2 46,A6 25 00 00 25 00 60 00 00 2E 30 46 33 9B E2 46
9639,38,96,11566.9,28848.5,7,72,0,A7 25 00 00,9A BB 34 46,00 61 E1 46,A7 25 00 00 26 00 60 00 9A BB 34 46 00 61 E1 46
9640,39,96,11956.9,28960.9,7,72,5,A8 25 00 00,9A D3 3A 46,CD 41 E2 46,A8 25 00 00 27 00 60 00 9A D3 3A 46 CD 41 E2 46
9641,40,96,12251.3,28875.9,8,77,3,A9 25 00 00,33 6D 3F 46,CD 97 E1 46,A9 25 00 00 28 00 60 00 33 6D 3F 46 CD 97 E1 46
9642,41,96,12535.8,28985.8,8,77,12,AA 25 00 00,33 DF 43 46,9A 73 E2 46,AA 25 00 00 29 00 60 00 33 DF 43 46 9A 73 E2 46
9643,42,96,12692.5,28947.2,9,82,0,AB 25 00 00,00 52 46 46,66 26 E2 46,AB 25 00 00 2A 00 60 00 00 52 46 46 66 26 E2 46
9644,43,96,13042.8,28998.4,8,77,10,AC 25 00 00,33 CB 4B 46,CD 8C E2 46,AC 25 00 00 2B 00 60 00 33 CB 4B 46 CD 8C E2 46
9645,44,96,13342.6,28907.4,9,82,8,AD 25 00 00,66 7A 50 46,CD D6 E1 46,AD 25 00 00 2C 00 60 00 66 7A 50 46 CD D6 E1 46
9646,45,96,13565.7,29000.1,10,87,2,AE 25 00 00,CD F6 53 46,33 90 E2 46,AE 25 00 00 2D 00 60 00 CD F6 53 46 33 90 E2 46
9647,46,96,13935.6,29008.4,8,77,8,AF 25 00 00,66 BE 59 46,CD A0 E2 46,AF 25 00 00 2E 00 60 00 66 BE 59 46 CD A0 E2 46
9648,47,96,14226.9,28851.3,10,87,12,B0 25 00 00,9A 4B 5E 46,9A 66 E1 46,B0 25 00 00 2F 00 60 00 9A 4B 5E 46 9A 66 E1 46
9649,48,96,14492.2,29004.2,7,72,8,B1 25 00 00,CD 70 62 46,66 98 E2 46,B1 25 00 00 30 00 60 00 CD 70 62 46 66 98 E2 46
9650,49,96,14849.7,29008.4,5,62,9,B2 25 00 00,CD 06 68 46,CD A0 E2 46,B2 25 00 00 31 00 60 00 CD 06 68 46 CD A0 E2 46
9651,50,96,15042.2,28930,7,72,11,B3 25 00 00,CD 08 6B 46,00 04 E2 46,B3 25 00 00 32 00 60 00 CD 08 6B 46 00 04 E2 46
9652,51,96,15369.6,28908.1,8,77,3,B4 25 00 00,66 26 70 46,33 D8 E1 46,B4 25 00 00 33 00 60 00 66 26 70 46 33 D8 E1 46
9653,52,96,15654.2,29018,9,82,2,B5 25 00 00,CD 98 74 46,00 B4 E2 46,B5 25 00 00 34 00 60 00 CD 98 74 46 00 B4 E2 46
9654,53,96,16030.9,28979.4,9,82,3,B6 25 00 00,9A 7B 7A 46,CD 66 E2 46,B6 25 00 00 35 00 60 00 9A 7B 7A 46 CD 66 E2 46
9655,54,96,16447.2,28971.9,9,82,7,B7 25 00 00,66 7E 80 46,CD 57 E2 46,B7 25 00 00 36 00 60 00 66 7E 80 46 CD 57 E2 46
9656,55,96,16672.1,28947.6,7,72,5,B8 25 00 00,33 40 82 46,33 27 E2 46,B8 25 00 00 37 00 60 00 33 40 82 46 33 27 E2 46
9657,56,96,17002.3,28998.7,8,77,4,B9 25 00 00,9A D4 84 46,66 8D E2 46,B9 25 00 00 38 00 60 00 9A D4 84 46 66 8D E2 46
9658,57,96,17353.7,29018.9,8,77,9,BA 25 00 00,66 93 87 46,CD B5 E2 46,BA 25 00 00 39 00 60 00 66 93 87 46 CD B5 E2 46
9659,58,96,17443.5,28850,8,77,1,BB 25 00 00,00 47 88 46,00 64 E1 46,BB 25 00 00 3A 00 60 00 00 47 88 46 00 64 E1 46
9660,59,96,17854.8,28922.5,5,62,5,BC 25 00 00,9A 7D 8B 46,00 F5 E1 46,BC 25 00 00 3B 00 60 00 9A 7D 8B 46 00 F5 E1 46
9661,60,96,18118.6,28842.3,6,67,11,BD 25 00 00,33 8D 8D 46,9A 54 E1 46,BD 25 00 00 3C 00 60 00 33 8D 8D 46 9A 54 E1 46
9662,61,96,18558.5,28906.9,10,87,11,BE 25 00 00,00 FD 90 46,CD D5 E1 46,BE 25 00 00 3D 00 60 00 00 FD 90 46 CD D5 E1 46
9663,62,96,18716.6,28898.3,6,67,9,BF 25 00 00,33 39 92 46,9A C4 E1 46,BF 25 00 00 3E 00 60 00 33 39 92 46 9A C4 E1 46
9664,63,96,19048.8,28961.4,9,82,1,C0 25 00 00,9A D1 94 46,CD 42 E2 46,C0 25 00 00 3F 00 60 00 9A D1 94 46 CD 42 E2 46
9665,64,96,19290.1,28852.2,7,72,10,C1 25 00 00,33 B4 96 46,66 68 E1 46,C1 25 00 00 40 00 60 00 33 B4 96 46 66 68 E1 46
9666,65,96,19753.2,28944.9,7,72,2,C2 25 00 00,66 52 9A 46,CD 21 E2 46,C2 25 00 00 41 00 60 00 66 52 9A 46 CD 21 E2 46
9667,66,96,19987,28912.6,8,77,6,C3 25 00 00,00 26 9C 46,33 E1 E1 46,C3 25 00 00 42 00 60 00 00 26 9C 46 33 E1 E1 46
9668,67,96,20251,29022.5,8,77,8,C4 25 00 00,00 36 9E 46,00 BD E2 46,C4 25 00 00 43 00 60 00 00 36 9E 46 00 BD E2 46
9669,68,96,20448.6,28984,8,77,10,C5 25 00 00,33 C1 9F 46,00 70 E2 46,C5 25 00 00 44 00 60 00 33 C1 9F 46 00 70 E2 46
9670,69,96,20824.5,28976.3,9,82,9,C6 25 00 00,00 B1 A2 46,9A 60 E2 46,C6 25 00 00 45 00 60 00 00 B1 A2 46 9A 60 E2 46
9671,70,96,21160,28891.5,5,62,11,C7 25 00 00,00 50 A5 46,00 B7 E1 46,C7 25 00 00 46 00 60 00 00 50 A5 46 00 B7 E1 46
9672,71,96,21555.3,28840.9,9,82,0,C8 25 00 00,9A 66 A8 46,CD 51 E1 46,C8 25 00 00 47 00 60 00 9A 66 A8 46 CD 51 E1 46
9673,72,96,21709.1,28964.3,7,72,6,C9 25 00 00,33 9A A9 46,9A 48 E2 46,C9 25 00 00 48 00 60 00 33 9A A9 46 9A 48 E2 46
9674,73,96,22055,28930.5,6,67,12,CA 25 00 00,00 4E AC 46,00 05 E2 46,CA 25 00 00 49 00 60 00 00 4E AC 46 00 05 E2 46
9675,74,96,22387.2,28993.6,9,82,4,CB 25 00 00,66 E6 AE 46,33 83 E2 46,CB 25 00 00 4A 00 60 00 66 E6 AE 46 33 83 E2 46
9676,75,96,22759.4,28913.9,10,87,0,CC 25 00 00,CD CE B1 46,CD E3 E1 46,CC 25 00 00 4B 00 60 00 CD CE B1 46 CD E3 E1 46
9677,76,96,22871.6,28977.1,7,72,5,CD 25 00 00,33 AF B2 46,33 62 E2 46,CD 25 00 00 4C 00 60 00 33 AF B2 46 33 62 E2 46
9678,77,96,23357.5,28969.9,5,62,1,CE 25 00 00,00 7B B6 46,CD 53 E2 46,CE 25 00 00 4D 00 60 00 00 7B B6 46 CD 53 E2 46
9679,78,96,23449.1,29033,8,77,9,CF 25 00 00,33 32 B7 46,00 D2 E2 46,CF 25 00 00 4E 00 60 00 33 32 B7 46 00 D2 E2 46
9680,79,96,23885.3,28982.6,6,67,12,D0 25 00 00,9A 9A BA 46,33 6D E2 46,D0 25 00 00 4F 00 60 00 9A 9A BA 46 33 6D E2 46
9681,80,96,24147.5,28872.4,10,87,5,D1 25 00 00,00 A7 BC 46,CD 90 E1 46,D1 25 00 00 50 00 60 00 00 A7 BC 46 CD 90 E1 46
9682,81,96,24498.5,28923.7,6,67,1,D2 25 00 00,00 65 BF 46,66 F7 E1 46,D2 25 00 00 51 00 60 00 00 65 BF 46 66 F7 E1 46
9683,82,96,24809,28943.7,6,67,8,D3 25 00 00,00 D2 C1 46,66 1F E2 46,D3 25 00 00 52 00 60 00 00 D2 C1 46 66 1F E2 46
9684,83,96,25047.3,28996.4,7,72,6,D4 25 00 00,9A AE C3 46,CD 88 E2 46,D4 25 00 00 53 00 60 00 9A AE C3 46 CD 88 E2 46
9685,84,96,25253.1,28941,6,67,0,D5 25 00 00,33 4A C5 46,00 1A E2 46,D5 25 00 00 54 00 60 00 33 4A C5 46 00 1A E2 46
9686,85,96,25581.3,28963.1,5,62,9,D6 25 00 00,9A DA C7 46,33 46 E2 46,D6 25 00 00 55 00 60 00 9A DA C7 46 33 46 E2 46
9687,86,96,25957.5,28924.5,10,87,1,D7 25 00 00,00 CB CA 46,00 F9 E1 46,D7 25 00 00 56 00 60 00 00 CB CA 46 00 F9 E1 46
